0.000000000000000000e+00 1.000000000000000000e+00
1.199999999999999956e-01 9.928086358538661393e-01
2.399999999999999911e-01 9.713379748520297730e-01
3.599999999999999867e-01 9.358968236779348082e-01
4.799999999999999822e-01 8.869949227792840452e-01
6.099999999999999867e-01 8.196480178454796928e-01
7.299999999999999822e-01 7.451744023448705345e-01
8.499999999999999778e-01 6.599831458849821919e-01
9.699999999999999734e-01 5.652995311603542516e-01
1.090000000000000080e+00 4.624853668753007851e-01
1.209999999999999964e+00 3.530194012193303976e-01
1.330000000000000071e+00 2.384760534337231619e-01
1.449999999999999956e+00 1.205027693673666189e-01
1.580000000000000071e+00 -9.203543268808336494e-03
1.699999999999999956e+00 -1.288444942955246642e-01
1.820000000000000062e+00 -2.466323099688340625e-01
1.939999999999999947e+00 -3.608728801397672048e-01
2.060000000000000053e+00 -4.699231137276022041e-01
2.180000000000000160e+00 -5.722145708524366547e-01
2.299999999999999822e+00 -6.662760212798239934e-01
2.419999999999999929e+00 -7.507546047254909372e-01
2.549999999999999822e+00 -8.300535352352221841e-01
2.669999999999999929e+00 -8.908458667805764231e-01
2.790000000000000036e+00 -9.388254042737362859e-01
2.910000000000000142e+00 -9.733020710633487615e-01
3.029999999999999805e+00 -9.937799986185554824e-01
3.149999999999999911e+00 -9.999646584713420827e-01
3.270000000000000018e+00 -9.917670983394647477e-01
3.390000000000000124e+00 -9.693052215029610563e-01
3.520000000000000018e+00 -9.292542053441231742e-01
3.640000000000000124e+00 -8.783450073588738860e-01
3.759999999999999787e+00 -8.148028117859126285e-01
3.879999999999999893e+00 -7.395415287592586040e-01
4.000000000000000000e+00 -6.536436208636119405e-01
4.120000000000000107e+00 -5.583445343691100238e-01
4.240000000000000213e+00 -4.550149301433046856e-01
4.360000000000000320e+00 -3.451409698083230948e-01
4.480000000000000426e+00 -2.303029406820587266e-01
4.610000000000000320e+00 -1.022101749334420606e-01
4.730000000000000426e+00 1.761010929230725011e-02
4.849999999999999645e+00 1.371771121009073002e-01
4.969999999999999751e+00 2.547711337782430085e-01
5.089999999999999858e+00 3.687008514617332589e-01
5.209999999999999964e+00 4.773276449775216146e-01
5.330000000000000071e+00 5.790891646692103434e-01
5.450000000000000178e+00 6.725218022484659164e-01
5.580000000000000071e+00 7.627862794194886220e-01
5.700000000000000178e+00 8.347127848391597826e-01
5.820000000000000284e+00 8.946338430724073421e-01
5.940000000000000391e+00 9.416876258196775762e-01
6.059999999999999609e+00 9.751973713085928530e-01
6.179999999999999716e+00 9.946811179746428699e-01
6.299999999999999822e+00 9.998586363834153223e-01
6.419999999999999929e+00 9.906554596944073809e-01
6.549999999999999822e+00 9.646156271962182949e-01
6.669999999999999929e+00 9.261153825539544249e-01
6.790000000000000036e+00 8.742950719971279705e-01
6.910000000000000142e+00 8.099000129724985841e-01
7.030000000000000249e+00 7.338563821173814672e-01
7.150000000000000355e+00 6.472578943127235140e-01
7.269999999999999574e+00 5.513500720791414400e-01
7.389999999999999680e+00 4.475123315649222056e-01
7.519999999999999574e+00 3.278072441884584132e-01
7.639999999999999680e+00 2.123523982771259866e-01
7.759999999999999787e+00 9.384334551916231892e-02
7.879999999999999893e+00 -2.601543057944082776e-02
8.000000000000000000e+00 -1.455000338086135381e-01
8.119999999999999218e+00 -2.628919495850003396e-01
8.240000000000000213e+00 -3.765027618802833098e-01
8.359999999999999432e+00 -4.846984372501521587e-01
8.480000000000000426e+00 -5.859228266933669271e-01
8.609999999999999432e+00 -6.860299601802821723e-01
8.730000000000000426e+00 -7.681958735481254630e-01
8.849999999999999645e+00 -8.393130343914837477e-01
8.970000000000000639e+00 -8.983585839090315606e-01
9.089999999999999858e+00 -9.444832860051891599e-01
9.210000000000000853e+00 -9.770237416221465576e-01
9.330000000000000071e+00 -9.955119302282572358e-01
9.449999999999999289e+00 -9.996819412301850560e-01
9.580000000000000071e+00 -9.879772279808660684e-01
9.699999999999999289e+00 -9.623648798313103603e-01
9.820000000000000284e+00 -9.229110990971192141e-01
9.939999999999999503e+00 -8.701833387866971803e-01
1.006000000000000050e+01 -8.049399679500471860e-01
1.017999999999999972e+01 -7.281193642627860063e-01
1.030000000000000071e+01 -6.408264175949932584e-01
1.041999999999999993e+01 -5.443166386804260126e-01
1.055000000000000071e+01 -4.309761673690971073e-01
1.066999999999999993e+01 -3.198529571995355480e-01
1.078999999999999915e+01 -2.041293888530947842e-01
1.091000000000000014e+01 -8.546988297031163362e-02
1.102999999999999936e+01 3.441891301640365164e-02
1.115000000000000036e+01 1.538126711290906112e-01
1.126999999999999957e+01 2.709941833850181836e-01
1.139000000000000057e+01 3.842780599325357760e-01
1.151999999999999957e+01 5.007159772707910905e-01
1.164000000000000057e+01 6.007394263410098523e-01
1.175999999999999979e+01 6.921226034677120387e-01
1.188000000000000078e+01 7.735511692438024056e-01
1.200000000000000000e+01 8.438539587324921376e-01
