 0.00000  0.00000
 1.01010  0.59031
 2.02020  1.26071
 3.03030  1.41226
 4.04040  1.18102
 5.05051  0.83059
 6.06061  0.52056
 7.07071  0.30060
 8.08081  0.16332
 9.09091  0.08467
10.10101  0.04230
11.11111  0.02050
12.12121  0.00969
13.13131  0.00449
14.14141  0.00204
15.15152  0.00091
16.16162  0.00040
17.17172  0.00018
18.18182  0.00008
19.19192  0.00003
20.20202  0.00001
21.21212  0.00001
22.22222  0.00000
23.23232  0.00000
24.24242  0.00000
25.25253  0.00000
26.26263  0.00000
27.27273  0.00000
28.28283  0.00000
29.29293  0.00000
30.30303  0.00000
31.31313  0.00000
32.32323  0.00000
33.33333  0.00000
34.34343  0.00000
35.35354  0.00000
36.36364  0.00000
37.37374  0.00000
38.38384  0.00000
39.39394  0.00000
40.40404  0.00000
41.41414  0.00000
42.42424  0.00000
43.43434  0.00000
44.44444  0.00000
45.45455  0.00000
46.46465  0.00000
47.47475  0.00000
48.48485  0.00000
49.49495  0.00000
50.50505  0.00000
51.51515  0.00000
52.52525  0.00000
53.53535  0.00000
54.54545  0.00000
55.55556  0.00000
56.56566  0.00000
57.57576  0.00000
58.58586  0.00000
59.59596  0.00000
60.60606  0.00000
61.61616  0.00000
62.62626  0.00000
63.63636  0.00000
64.64646  0.00000
65.65657  0.00000
66.66667  0.00000
67.67677  0.00000
68.68687  0.00000
69.69697  0.00000
70.70707  0.00000
71.71717  0.00000
72.72727  0.00000
73.73737  0.00000
74.74747  0.00000
75.75758  0.00000
76.76768  0.00000
77.77778  0.00000
78.78788  0.00000
79.79798  0.00000
80.80808  0.00000
81.81818  0.00000
82.82828  0.00000
83.83838  0.00000
84.84848  0.00000
85.85859  0.00000
86.86869  0.00000
87.87879  0.00000
88.88889  0.00000
89.89899  0.00000
90.90909  0.00000
91.91919  0.00000
92.92929  0.00000
93.93939  0.00000
94.94949  0.00000
95.95960  0.00000
96.96970  0.00000
97.97980  0.00000
98.98990  0.00000
100.00000  0.00000
